Archivo Físico,Match Excel,COL_1 Esperado,COL_1 Extraído,Match COL_1,COL_2 Esperado,COL_2 Extraído,Match COL_2,COL_3 Esperado,COL_3 Extraído,Match COL_3,Exactitud Ticket
17.jfif,17.jfif,COL 1. 74505 93450,COL 1. 74505 93450,True,COL 2. 01444 64550,COL 2. 01444 64550,True,COL 3. 94866 16864,COL 3. 94866 16864,True,3/3
base64decoded (23).png,base64decoded (23).png,COL 1. 21832 72427,,False,COL 2. 94313 01898,,False,COL 3. 63732 67102,,False,0/3
118.jfif,118.jfif,COL 1. 67564 49154,COL 1. 67564 49154,True,COL 2. 13116 61546,COL 2. 13116 61546,True,COL 3. 61722 39365,COL 3. 61722 39365,True,3/3
222.png,222.png,COL 1. 24728 00559,,False,COL 2. 81102 90740,COL 2. 81102 90740,True,COL 3. 71319 25521,,False,1/3
base64decoded - 2026-01-21T153553.183.png,base64decoded - 2026-01-21T153553.183.png,COL 1. 30506 54313,,False,COL 2. 81134 93570,,False,COL 3. 61573 73739,COL 3. 61573 13739,False,0/3
base64decoded (74).png,base64decoded (74).png,COL 1. 10500 44485,COL 1. 10500 44485,True,COL 2. 10119 91572,COL 2. 10119 91572,True,COL 3. 61571 50011,COL 3. 61571 50011,True,3/3
base64decoded - 2026-01-21T161703.871.png,base64decoded - 2026-01-21T161703.871.png,COL 1. 87822 56891,COL 1. 87822 56891,True,COL 2. 04063 26856,COL 2. 04063 26856,True,COL 3. 60890 65476,COL 3. 60890 65476,True,3/3
193.jpeg,193.jpeg,COL 1. 84159 40091,,False,COL 2. 31102 90344,COL 2. 31102 90344,True,COL 3. 41418 49749,,False,1/3
base64decoded - 2026-01-21T164259.147.jpeg,base64decoded - 2026-01-21T164259.147.jpeg,COL 1. 98440 73601,COL 1. 98440 73601,True,COL 2. 80483 66455,COL 2. 80483 66455,True,COL 3. 25860 87446,COL 3. 25860 87446,True,3/3
223.png,223.png,COL 1. 36550 57401,,False,COL 2. 00103 00560,,False,COL 3. 51448 55584,COL 3. 51448 55584,True,1/3
base64decoded - 2026-01-21T153940.431.png,base64decoded - 2026-01-21T153940.431.png,COL 1. 65507 86454,COL 1. 65507 86454,True,COL 2. 10049 24556,COL 2. 10049 24556,True,COL 3. 80896 52541,,False,2/3
base64decoded - 2026-01-21T153325.012.png,base64decoded - 2026-01-21T153325.012.png,COL 1. 26503 69051,COL 1. 26503 69051,True,COL 2. 23009 60576,COL 2. 23009 60576,True,COL 3. 40555 38433,COL 3. 40555 38433,True,3/3
base64decoded (58).png,base64decoded (58).png,COL 1. 23531 44561,,False,COL 2. 10119 91570,,False,COL 3. 61577 57897,COL 3. 61577 57897,True,1/3
base64decoded - 2026-01-21T153948.999.png,base64decoded - 2026-01-21T153948.999.png,COL 1. 87503 46601,COL 1. 87503 46601,True,COL 2. 23068 26552,COL 2. 23068 26552,True,COL 3. 00890 34369,COL 3. 00890 34369,True,3/3
base64decoded - 2026-01-21T153741.826.png,base64decoded - 2026-01-21T153741.826.png,COL 1. 75748 53532,,False,COL 2. 61414 61759,,False,COL 3. 04567 21822,,False,0/3
base64decoded - 2026-01-21T160210.720.png,base64decoded - 2026-01-21T160210.720.png,COL 1. 29524 77065,COL 1. 29524 77065,True,COL 2. 40619 51511,COL 2. 40619 51511,True,COL 3. 66702 52342,COL 3. 66702 52342,True,3/3
68.png,68.png,COL 1. 34757 32753,,False,COL 2. 31304 00796,COL 2. 31304 00796,True,COL 3. 03535 26852,,False,1/3
196.png,196.png,COL 1. 48562 99035,COL 1. 48562 99035,True,COL 2. 03006 60570,COL 2. 03006 60570,True,COL 3. 03555 35370,COL 3. 03555 35370,True,3/3
base64decoded - 2026-01-21T155317.826.png,base64decoded - 2026-01-21T155317.826.png,COL 1. 91766 47996,COL 1. 91766 47996,True,COL 2. 21639 53714,COL 2. 21639 53714,True,COL 3. 66503 25026,COL 3. 66503 25026,True,3/3
182.png,182.png,COL 1. 92852 02089,COL 1. 92852 02089,True,COL 2. 46300 00891,COL 2. 46300 00891,True,COL 3. 53438 04484,COL 3. 53438 04484,True,3/3
base64decoded (2).png,base64decoded (2).png,COL 1. 46847 52184,COL 1. 46847 52184,True,COL 2. 66317 01892,COL 2. 66317 01892,True,COL 3. 53531 06855,COL 3. 53531 06855,True,3/3
54.png,54.png,COL 1. 97556 02158,COL 1. 97556 02158,True,COL 2. 61314 01590,COL 2. 61314 01590,True,COL 3. 93537 16365,COL 3. 93537 16365,True,3/3
40.png,40.png,COL 1. 67420 60531,,False,COL 2. 60132 93440,,False,COL 3. 61513 82546,,False,0/3
155.png,155.png,COL 1. 65385 30401,COL 1. 65385 30401,True,COL 2. 13448 64556,,False,COL 3. 94866 36723,COL 3. 94866 36723,True,2/3
141.png,141.png,COL 1. 96419 05334,,False,COL 2. 30039 33424,COL 2. 30039 33424,True,COL 3. 30583 81649,COL 3. 30583 81649,True,2/3
97.png,97.png,COL 1. 31785 49336,COL 1. 31785 49336,True,COL 2. 91102 60740,COL 2. 91102 60740,True,COL 3. 54329 22998,COL 3. 54329 22998,True,3/3
169.png,169.png,COL 1. 64516 80106,,False,COL 2. 90113 91541,,False,COL 3. 21517 51993,,False,0/3
83.png,83.png,COL 1. 16344 12605,,False,COL 2. 61316 01391,,False,COL 3. 43531 40032,COL 3. 43531 40032,True,1/3
394.png,394.png,COL 1. 36562 17705,COL 1. 36562 17705,True,COL 2. 41604 50515,COL 2. 41604 50515,True,COL 3. 96505 12414,COL 3. 96505 12414,True,3/3
base64decoded - 2026-01-21T161508.314.jpeg,base64decoded - 2026-01-21T161508.314.jpeg,COL 1. 47507 64050,COL 1. 47507 64050,True,COL 2. 30109 90570,COL 2. 30109 90570,True,COL 3. 61575 58979,COL 3. 61575 58979,True,3/3
base64decoded - 2026-01-21T153819.705.png,base64decoded - 2026-01-21T153819.705.png,COL 1. 97507 03168,COL 1. 97507 03168,True,COL 2. 00419 61551,,False,COL 3. 24567 56124,COL 3. 24567 56124,True,2/3
238.jpeg,238.jpeg,COL 1. 18039 77467,COL 1. 18039 77467,True,COL 2. 60067 23540,COL 2. 60067 23540,True,COL 3. 60896 54606,COL 3. 60896 54606,True,3/3
380.png,380.png,COL 1. 17357 57252,COL 1. 17357 57252,True,COL 2. 91608 50311,COL 2. 91608 50311,True,COL 3. 06408 43958,COL 3. 06408 43958,True,3/3
base64decoded - 2026-01-21T163645.779.png,base64decoded - 2026-01-21T163645.779.png,COL 1. 24807 63444,COL 1. 24807 63444,True,COL 2. 54486 64856,COL 2. 54486 64856,True,COL 3. 54866 66298,COL 3. 54866 66298,True,3/3
357.png,357.png,COL 1. 38452 56000,,False,COL 2. 70029 60472,COL 2. 70029 60472,True,COL 3. 10359 84513,,False,1/3
base64decoded (19).png,base64decoded (19).png,COL 1. 69157 31461,COL 1. 69157 31461,True,COL 2. 01149 94740,COL 2. 01149 94740,True,COL 3. 61816 29447,COL 3. 61616 29447,False,2/3
343.png,343.png,COL 1. 50189 43094,,False,COL 2. 01406 60551,COL 2. 01406 60551,True,COL 3. 94468 10080,COL 3. 94468 10080,True,2/3
base64decoded - 2026-01-21T161653.825.png,base64decoded - 2026-01-21T161653.825.png,COL 1. 62432 27503,COL 1. 62432 27501,False,COL 2. 70135 03460,,False,COL 3. 61543 86971,,False,0/3
347.png,347.png,COL 1. 06457 64031,COL 1. 06457 64031,True,COL 2. 70104 90476,COL 2. 70104 90476,True,COL 3. 61575 89360,COL 3. 61575 89360,True,3/3
base64decoded - 2026-01-21T164055.027.jfif,base64decoded - 2026-01-21T164055.027.jfif,COL 1. 19529 09946,COL 1. 19529 09946,True,COL 2. 71059 63575,COL 2. 71059 63575,True,COL 3. 90553 72584,COL 3. 90553 72584,True,3/3
base64decoded (18).png,base64decoded (18).png,COL 1. 17362 77103,,False,COL 2. 30616 51311,,False,COL 3. 46304 95625,,False,0/3
353.png,353.png,COL 1. 89816 35731,COL 1. 89816 35731,True,COL 2. 14007 30824,COL 2. 14007 30824,True,COL 3. 60585 67993,COL 3. 60585 67993,True,3/3
base64decoded - 2026-01-21T155025.559.png,base64decoded - 2026-01-21T155025.559.png,COL 1. 91319 06303,COL 1. 91319 06303,True,COL 2. 60036 23355,COL 2. 60036 23355,True,COL 3. 20593 91396,COL 3. 20593 91396,True,3/3
base64decoded - 2026-01-21T164510.579.jfif,base64decoded - 2026-01-21T164510.579.jfif,COL 1. 66517 90117,COL 1. 66517 90117,True,COL 2. 51179 91548,COL 2. 51179 91548,True,COL 3. 91712 74065,COL 3. 91712 74065,True,3/3
base64decoded - 2026-01-21T153352.806.png,base64decoded - 2026-01-21T153352.806.png,COL 1. 55405 04580,COL 1. 55405 04580,True,COL 2. 20115 91472,COL 2. 20115 91472,True,COL 3. 31571 87310,COL 3. 31571 87310,True,3/3
384.png,384.png,COL 1. 27318 20427,COL 1. 27318 20427,True,COL 2. 00148 94348,COL 2. 00148 94348,True,COL 3. 21816 95300,COL 3. 21816 95300,True,3/3
base64decoded - 2026-01-21T154630.311.png,base64decoded - 2026-01-21T154630.311.png,COL 1. 02556 54508,COL 1. 02556 54508,True,COL 2. 13132 93573,COL 2. 13132 93573,True,COL 3. 01573 31654,COL 3. 01573 31654,True,3/3
390.png,390.png,COL 1. 27458 02108,,False,COL 2. 64312 01899,,False,COL 3. 13531 60539,,False,0/3
base64decoded - 2026-01-21T154947.214.png,base64decoded - 2026-01-21T154947.214.png,COL 1. 36583 23610,,False,COL 2. 81460 66552,,False,COL 3. 94860 12221,,False,0/3
145.png,145.png,COL 1. 18806 26384,COL 1. 18806 26384,True,COL 2. 84037 23854,COL 2. 84037 23854,True,COL 3. 60593 61723,,False,2/3
151.png,151.png,COL 1. 66738 12793,,False,COL 2. 51312 01799,,False,COL 3. 03537 29454,COL 3. 03537 29454,True,1/3
87.png,87.png,COL 1. 57432 20439,COL 1. 57432 20439,True,COL 2. 40119 91443,,False,COL 3. 31314 81073,,False,1/3
179.png,179.png,COL 1. 49156 80199,,False,COL 2. 11116 91543,,False,COL 3. 91314 70909,,False,0/3
93.png,93.png,COL 1. 38366 53597,COL 1. 38366 53597,True,COL 2. 90415 61351,COL 2. 90415 61351,True,COL 3. 24561 98087,COL 3. 24561 98087,True,3/3
78.png,78.png,COL 1. 64512 55137,,False,COL 2. 73019 31528,COL 2. 73019 31528,True,COL 3. 00782 38562,COL 3. 00782 38562,True,2/3
186.png,186.png,COL 1. 98502 54193,,False,COL 2. 21117 91576,,False,COL 3. 61772 17030,,False,0/3
192.png,192.png,COL 1. 42527 30156,COL 1. 42527 30156,True,COL 2. 60113 91540,COL 2. 60113 91540,True,COL 3. 61517 50777,COL 3. 61517 50777,True,3/3
base64decoded (3).png,base64decoded (3).png,COL 1. 32580 27016,COL 1. 32580 27016,True,COL 2. 61404 60550,COL 2. 61404 60550,True,COL 3. 54468 77487,COL 3. 54468 77487,True,3/3
44.png,44.png,COL 1. 80524 87159,COL 1. 80524 87159,True,COL 2. 20617 51513,COL 2. 20617 51513,True,COL 3. 66304 54309,COL 3. 66304 54309,True,3/3
base64decoded - 2026-01-21T153306.421.png,base64decoded - 2026-01-21T153306.421.png,COL 1. 79509 85059,,False,COL 2. 91000 30520,,False,COL 3. 60389 15064,,False,0/3
base64decoded (59).png,base64decoded (59).png,COL 1. 12374 82813,,False,COL 2. 41347 04390,,False,COL 3. 03836 46367,,False,0/3
base64decoded - 2026-01-21T155839.573.png,base64decoded - 2026-01-21T155839.573.png,COL 1. 50805 42737,COL 1. 50805 42737,True,COL 2. 74303 00896,COL 2. 74303 00896,True,COL 3. 23535 62742,COL 3. 23535 62742,True,3/3
82.jfif,82.jfif,COL 1. 36582 07153,COL 1. 36582 07153,True,COL 2. 81614 51510,COL 2. 81614 51510,True,COL 3. 66304 16426,COL 3. 66304 16426,True,3/3
base64decoded - 2026-01-21T164020.162.jpeg,base64decoded - 2026-01-21T164020.162.jpeg,COL 1. 34502 73051,COL 1. 34502 73051,True,COL 2. 91449 60550,COL 2. 91449 60550,True,COL 3. 64468 19694,COL 3. 64468 19694,True,3/3
227.png,227.png,COL 1. 65565 55530,COL 1. 65565 55530,True,COL 2. 01006 30523,COL 2. 01006 30523,True,COL 3. 90389 78176,COL 3. 90389 78176,True,3/3
base64decoded - 2026-01-21T155212.904.png,base64decoded - 2026-01-21T155212.904.png,COL 1. 69037 73420,COL 1. 69037 73420,True,COL 2. 70146 04366,COL 2. 70146 04366,True,COL 3. 41846 93932,COL 3. 41846 93932,True,3/3
base64decoded - 2026-01-21T154527.589.png,base64decoded - 2026-01-21T154527.589.png,COL 1. 62742 83175,COL 1. 62742 83175,True,COL 2. 91419 61758,COL 2. 91419 61758,True,COL 3. 64364 26441,COL 3. 64364 26441,True,3/3
base64decoded - 2026-01-21T153714.788.png,base64decoded - 2026-01-21T153714.788.png,COL 1. 31561 60829,,False,COL 2. 01144 94544,COL 2. 01144 94544,True,COL 3. 31816 78717,COL 3. 31816 78717,True,2/3
base64decoded - 2026-01-21T161742.107.png,base64decoded - 2026-01-21T161742.107.png,COL 1. 73802 52543,COL 1. 73802 52543,True,COL 2. 86335 00890,COL 2. 86335 00890,True,COL 3. 53339 02935,COL 3. 53339 02935,True,3/3
base64decoded - 2026-01-21T161526.077.jpeg,base64decoded - 2026-01-21T161526.077.jpeg,COL 1. 97511 54818,COL 1. 97511 54818,True,COL 2. 53162 96575,COL 2. 53162 96575,True,COL 3. 57870 30837,,False,2/3
base64decoded (75).png,base64decoded (75).png,COL 1. 52686 14161,COL 1. 52686 14161,True,COL 2. 16417 61850,COL 2. 16417 61850,True,COL 3. 04364 01475,COL 3. 04364 01475,True,3/3
226.png,226.png,COL 1. 98805 39480,COL 1. 98805 39480,True,COL 2. 54046 64874,COL 2. 60856 66647,False,COL 3. 60856 66697,COL 3. 54046 64674,False,1/3
base64decoded - 2026-01-21T164518.946.jfif,base64decoded - 2026-01-21T164518.946.jfif,COL 1. 68503 39655,COL 1. 68503 39655,True,COL 2. 71089 66572,COL 2. 71089 66572,True,COL 3. 90850 76433,COL 3. 90850 76433,True,3/3
base64decoded (22).png,base64decoded (22).png,COL 1. 30052 80165,,False,COL 2. 80013 61571,,False,COL 3. 50557 57466,,False,0/3
16.jfif,16.jfif,COL 1. 46809 85899,,False,COL 2. 26061 36826,COL 2. 42080 00703,False,COL 3. 42880 00743,COL 3. 42000 00743,False,0/3
base64decoded - 2026-01-21T160925.582.png,base64decoded - 2026-01-21T160925.582.png,COL 1. 64153 15465,COL 1. 64153 15465,True,COL 2. 51149 94774,COL 2. 51149 94774,True,COL 3. 61876 20201,COL 3. 61876 20201,True,3/3
51.png,51.png,COL 1. 68547 25050,COL 1. 68547 25050,True,COL 2. 70007 30520,COL 2. 70007 30520,True,COL 3. 60585 50641,COL 3. 60585 50641,True,3/3
45.png,45.png,COL 1. 24401 64563,COL 1. 24401 64563,True,COL 2. 50112 91471,COL 2. 50112 91471,True,COL 3. 31374 88575,COL 3. 31374 88575,True,3/3
base64decoded - 2026-01-21T161714.766.png,base64decoded - 2026-01-21T161714.766.png,COL 1. 61181 98090,,False,COL 2. 71659 50510,,False,COL 3. 96505 16417,COL 3. 96505 16417,True,1/3
base64decoded - 2026-01-21T160220.164.png,base64decoded - 2026-01-21T160220.164.png,COL 1. 79585 07810,COL 1. 79585 07810,True,COL 2. 13142 04560,COL 2. 13142 04560,True,COL 3. 01846 33576,COL 3. 01846 33576,True,3/3
base64decoded (34).png,base64decoded (34).png,COL 1. 76812 80187,COL 1. 76812 80187,True,COL 2. 44113 91845,COL 2. 44113 91845,True,COL 3. 61517 65680,COL 3. 61517 65880,False,2/3
187.png,187.png,COL 1. 18347 22503,,False,COL 2. 81312 01395,,False,COL 3. 03537 40833,COL 3. 03537 40833,True,1/3
92.png,92.png,COL 1. 11856 40420,COL 1. 11856 40420,True,COL 2. 34117 91878,COL 2. 34117 91878,True,COL 3. 61772 69765,COL 3. 61772 69765,True,3/3
base64decoded - 2026-01-21T163732.882.png,base64decoded - 2026-01-21T163732.882.png,COL 1. 36051 40365,COL 1. 36051 40365,True,COL 2. 20356 03593,COL 2. 20356 03593,True,COL 3. 43533 56238,,False,2/3
178.png,178.png,COL 1. 23526 20529,COL 1. 23526 20529,True,COL 2. 71116 91541,COL 2. 71116 91541,True,COL 3. 04511 74916,COL 3. 04511 74916,True,3/3
base64decoded - 2026-01-21T160143.021.png,base64decoded - 2026-01-21T160143.021.png,COL 1. 53159 52091,,False,COL 2. 91104 90574,COL 2. 91104 90574,True,COL 3. 91478 72955,COL 3. 91478 72955,True,2/3
150.png,150.png,COL 1. 65351 41603,COL 1. 65351 41603,True,COL 2. 33169 96572,COL 2. 33169 96572,True,COL 3. 01870 31624,COL 3. 01870 31624,True,3/3
144.png,144.png,COL 1. 06711 66671,COL 1. 06711 66671,True,COL 2. 21064 26752,COL 2. 21064 26752,True,COL 3. 60890 29969,COL 3. 60890 29969,True,3/3
391.png,391.png,COL 1. 34549 67304,COL 1. 34549 67304,True,COL 2. 73616 51511,COL 2. 73616 51511,True,COL 3. 56304 33776,COL 3. 56304 33776,True,3/3
base64decoded - 2026-01-21T160058.636.png,base64decoded - 2026-01-21T160058.636.png,COL 1. 05472 45387,,False,COL 2. 90005 30423,COL 2. 90005 30423,True,COL 3. 30389 87149,COL 3. 30389 87149,True,2/3
base64decoded (63).png,base64decoded (63).png,COL 1. 63526 60059,COL 1. 63526 60059,True,COL 2. 33107 90542,COL 2. 33107 90542,True,COL 3. 91319 39228,COL 3. 91319 39228,True,3/3
385.png,385.png,COL 1. 02513 64106,COL 1. 02513 64106,True,COL 2. 80113 91573,COL 2. 80113 91573,True,COL 3. 21374 52558,COL 3. 21374 52558,True,3/3
3.jpg,3.jpg,COL 1. 63807 2608?,,False,COL 2. 76058 29846,,False,COL 3. 90595 02151,,False,0/3
base64decoded - 2026-01-21T154140.113.png,base64decoded - 2026-01-21T154140.113.png,COL 1. 40545 89390,COL 1. 40545 89390,True,COL 2. 41000 60571,COL 2. 41002 60571,False,COL 3. 90359 17006,COL 3. 90359 17006,True,2/3
352.png,352.png,COL 1. 34589 09358,COL 1. 34589 09358,True,COL 2. 23136 63544,COL 2. 23136 63544,True,COL 3. 01523 37140,COL 3. 01523 37140,True,3/3
346.png,346.png,COL 1. 10465 29447,,False,COL 2. 60149 64440,COL 2. 60149 64440,True,COL 3. 31826 86553,,False,1/3
350.png,350.png,COL 1. 15446 23439,COL 1. 15446 23439,True,COL 2. 90001 30423,COL 2. 90001 30423,True,COL 3. 60488 86967,COL 3. 60488 86967,True,3/3
235.jpeg,235.jpeg,COL 1. 23351 74008,COL 1. 23351 74008,True,COL 2. 03368 09584,COL 2. 03368 09584,True,COL 3. 03535 30736,COL 3. 03535 30736,True,3/3
base64decoded - 2026-01-21T153605.049.png,base64decoded - 2026-01-21T153605.049.png,COL 1. 66373 56604,COL 1. 66373 56604,True,COL 2. 91039 00373,COL 2. 91039 00373,True,COL 3. 20498 45503,COL 3. 20498 45503,True,3/3
344.png,344.png,COL 1. 72385 27403,COL 1. 72385 27403,True,COL 2. 11102 00360,COL 2. 11102 00360,True,COL 3. 41349 42045,COL 3. 41349 42045,True,3/3
base64decoded - 2026-01-21T160008.428.png,base64decoded - 2026-01-21T160008.428.png,COL 1. 86502 85413,COL 1. 86502 85413,True,COL 2. 03009 30523,COL 2. 03009 30523,True,COL 3. 80488 39757,COL 3. 80488 39757,True,3/3
20.jfif,20.jfif,COL 1. 13339 20009,COL 1. 13339 20009,True,COL 2. 40105 90340,COL 2. 40105 90340,True,COL 3. 21319 98099,COL 3. 21319 98099,True,3/3
378.png,378.png,COL 1. 33879 62395,COL 1. 33879 62395,True,COL 2. 44300 00890,COL 2. 44300 00890,True,COL 3. 63339 61640,COL 3. 63339 61640,True,3/3
393.png,393.png,COL 1. 40567 73158,COL 1. 40567 73158,True,COL 2. 91410 61559,,False,COL 3. 84567 79063,COL 3. 84567 79063,True,2/3
base64decoded (14).png,base64decoded (14).png,COL 1. 91304 83135,COL 1. 91304 83135,True,COL 2. 50416 61359,COL 2. 50416 61359,True,COL 3. 44561 97787,COL 3. 44561 97787,True,3/3
387.png,387.png,COL 1. 78588 03520,COL 1. 78588 03520,True,COL 2. 81436 63554,COL 2. 81436 63554,True,COL 3. 94563 78416,COL 3. 94563 78416,True,3/3
base64decoded - 2026-01-21T160153.584.png,base64decoded - 2026-01-21T160153.584.png,COL 1. 58855 74897,,False,COL 2. 64143 94870,COL 2. 64143 94870,True,COL 3. 61876 65036,COL 3. 61876 65036,True,2/3
base64decoded - 2026-01-21T164000.080.jpg,base64decoded - 2026-01-21T164000.080.jpg,COL 1. 67827 16720,COL 1. 67827 16720,True,COL 2. 34056 20854,COL 2. 34056 20854,True,COL 3. 60595 69462,COL 3. 60595 69462,True,3/3
152.png,152.png,COL 1. 47423 40641,COL 1. 47423 40641,True,COL 2. 50169 96446,COL 2. 50169 96446,True,COL 3. 31810 80009,COL 3. 31810 80009,True,3/3
146.png,146.png,COL 1. 19507 49163,COL 1. 19507 49163,True,COL 2. 90017 61572,COL 2. 90017 61572,True,COL 3. 60551 50036,COL 3. 60551 50036,True,3/3
262.jpeg,262.jpeg,COL 1. 32532 26510,COL 1. 32532 26510,True,COL 2. 23006 20550,COL 2. 23006 20550,True,COL 3. 00595 35256,COL 3. 00595 35256,True,3/3
base64decoded - 2026-01-21T163840.624.png,base64decoded - 2026-01-21T163840.624.png,COL 1. 52544 72110,COL 1. 52544 72110,True,COL 2. 11359  01592,COL 2. 11359 01592,False,COL 3. 93531 71689,COL 3. 93531 71689,True,2/3
84.png,84.png,COL 1. 10483 83774,,False,COL 2. 10403 60456,COL 2. 10403 60456,True,COL 3. 64565 85777,COL 3. 64565 85777,True,2/3
191.png,191.png,COL 1. 67082 47164,COL 1. 67082 47164,True,COL 2. 80613 51519,,False,COL 3. 16507 51893,COL 3. 16507 51893,True,2/3
base64decoded (43).png,base64decoded (43).png,COL 1. 86151 88315,,False,COL 2. 61137 93340,,False,COL 3. 41513 44053,,False,0/3
185.png,185.png,COL 1. 75555 74457,COL 1. 75555 74457,True,COL 2. 81147 94570,COL 2. 81147 94570,True,COL 3. 91876 16850,COL 3. 91876 16850,True,3/3
13.jpeg,13.jpeg,COL 1. 23516 54301,COL 1. 23516 54301,True,COL 2. 33109 90571,COL 2. 33109 90571,True,COL 3. 01379 38495,COL 3. 01379 38495,True,3/3
47.png,47.png,COL 1. 14716 54178,,False,COL 2. 81114 91779,,False,COL 3. 71577 21889,COL 3. 71577 21889,True,1/3
base64decoded - 2026-01-21T160819.347.png,base64decoded - 2026-01-21T160819.347.png,COL 1. 95304 24138,COL 1. 95304 24138,True,COL 2. 51117 91376,COL 2. 51117 91376,True,COL 3. 41772 46570,COL 3. 41772 46570,True,3/3
base64decoded - 2026-01-21T162235.055.png,base64decoded - 2026-01-21T162235.055.png,COL 1. 66561 73010,COL 1. 66561 73010,True,COL 2. 01404 60551,COL 2. 01404 60551,True,COL 3. 94468 74883,COL 3. 94468 74883,True,3/3
base64decoded (55).png,base64decoded (55).png,COL 1. 69437 52149,COL 1. 69437 52149,True,COL 2. 10315 01491,COL 2. 10315 01491,True,COL 3. 63531 89125,,False,2/3
base64decoded - 2026-01-21T163545.170.png,base64decoded - 2026-01-21T163545.170.png,COL 1. 19586 82151,COL 1. 19586 82151,True,COL 2. 01379 01597,COL 2. 01379 01597,True,COL 3. 93732 76366,COL 3. 93732 76366,True,3/3
base64decoded - 2026-01-21T153218.628.png,base64decoded - 2026-01-21T153218.628.png,COL 1. 06356 21176,COL 1. 06356 21176,True,COL 2. 10116 91377,COL 2. 10116 91377,True,COL 3. 21772 90810,COL 3. 21772 90810,True,3/3
224.png,224.png,COL 1. 51530 00511,,False,COL 2. 41106 90545,,False,COL 3. 91515 70187,,False,0/3
218.png,218.png,COL 1. 96840 16861,COL 1. 96840 16861,True,COL 2. 64067 26856,,False,COL 3. 60890 68875,COL 3. 60890 68875,True,2/3
base64decoded - 2026-01-21T152427.078.png,base64decoded - 2026-01-21T152427.078.png,COL 1. 08806 55924,,False,COL 2. 74033 33820,COL 2. 74033 33820,True,COL 3. 10583 64066,COL 3. 10583 64066,True,2/3
base64decoded (96).png,base64decoded (96).png,COL 1. 51506 15704,COL 1. 51506 15704,True,COL 2. 21010 31525,COL 2. 21010 31525,True,COL 3. 90587 11596,COL 3. 90587 11596,True,3/3
219.png,219.png,COL 1. 95307 83596,COL 1. 95307 83596,True,COL 2. 51402 60356,COL 2. 51402 60356,True,COL 3. 44565 48885,COL 3. 44565 48885,True,3/3
base64decoded - 2026-01-21T151947.005.png,base64decoded - 2026-01-21T151947.005.png,COL 1. 07410 90109,COL 1. 07410 90109,True,COL 2. 80115 91448,COL 2. 80115 91448,True,COL 3. 31712 88431,COL 3. 31712 88431,True,3/3
base64decoded - 2026-01-21T155939.328.png,base64decoded - 2026-01-21T155939.328.png,COL 1. 34811 75686,COL 1. 34811 75686,True,COL 2. 84063 36826,COL 2. 84063 36826,True,COL 3. 10880 64450,COL 3. 10880 64450,True,3/3
base64decoded (79).png,base64decoded (79).png,COL 1. 33415 40886,COL 1. 33415 40886,True,COL 2. 40145 94448,COL 2. 40145 94448,True,COL 3. 31816 86781,COL 3. 31816 86781,True,3/3
225.png,225.png,COL 1. 04308 33438,COL 1. 04308 33438,True,COL 2. 10448 64356,COL 2. 10448 64356,True,COL 3. 44866 99435,COL 3. 44866 99435,True,3/3
base64decoded - 2026-01-21T160845.418.png,base64decoded - 2026-01-21T160845.418.png,COL 1. 44510 17360,COL 1. 44510 17360,True,COL 2. 01110 01565,COL 2. 01110 01565,True,COL 3. 91547 18734,COL 3. 91547 18734,True,3/3
base64decoded - 2026-01-21T161841.483.png,base64decoded - 2026-01-21T161841.483.png,COL 1. 74534 32313,,False,COL 2. 30336 00592,,False,COL 3. 23339 51610,,False,0/3
base64decoded - 2026-01-21T155016.024.png,base64decoded - 2026-01-21T155016.024.png,COL 1. 79301 54179,,False,COL 2. 11167 96376,COL 2. 11167 96376,True,COL 3. 01870 41429,COL 3. 01870 41429,True,2/3
46.png,46.png,COL 1. 46307 66894,COL 1. 46307 66894,True,COL 2. 21046 24358,COL 2. 21046 24358,True,COL 3. 00896 41642,COL 3. 00896 41642,True,3/3
184.png,184.png,COL 1. 47577 39054,COL 1. 47577 39054,True,COL 2. 50103 60544,COL 2. 50103 60544,True,COL 3. 61525 51644,COL 3. 61525 51644,True,3/3
190.png,190.png,COL 1. 36709 83066,COL 1. 36709 83066,True,COL 2. 01402 60750,COL 2. 01402 60750,True,COL 3. 64468 26233,COL 3. 64468 26233,True,3/3
85.png,85.png,COL 1. 92504 03004,,False,COL 2. 83417 61551,COL 2. 83417 61551,True,COL 3. 04762 33383,COL 3. 04762 33383,True,2/3
91.png,91.png,COL 1. 25561 49652,COL 1. 25561 49652,True,COL 2. 33068 66576,,False,COL 3. 00850 39488,COL 3. 00850 39488,True,2/3
130.jpeg,130.jpeg,COL 1. 86703 62510,COL 1. 86703 62510,True,COL 2. 51332 03793,COL 2. 51332 03793,True,COL 3. 83533 20312,COL 3. 83533 20312,True,3/3
147.png,147.png,COL 1. 15534 24541,COL 1. 15534 24541,True,COL 2. 61146 94574,COL 2. 61146 94574,True,COL 3. 21876 76720,COL 3. 21876 76720,True,3/3
base64decoded - 2026-01-21T155240.570.png,base64decoded - 2026-01-21T155240.570.png,COL 1. 50676 21354,COL 1. 50676 21354,True,COL 2. 96137 63843,COL 2. 96137 63843,True,COL 3. 51523 02847,COL 3. 51523 02887,False,2/3
base64decoded - 2026-01-21T163906.783.jpeg,base64decoded - 2026-01-21T163906.783.jpeg,COL 1. 39058 78135,,False,COL 2. 40153 91449,,False,COL 3. 74511 80094,,False,0/3
