archivo,COL_1_REAL,COL_1_EXT,COMP_COL_1,COL_2_REAL,COL_2_EXT,COMP_COL_2,COL_3_REAL,COL_3_EXT,COMP_COL_3,CODIGO_COMP,MOTIVOS ERROR
base64decoded (22).png,COL 1. 30052 80165,COL 1. 30052 80165,True,COL 2. 80013 61571,COL 2. 80013 61571,True,COL 3. 50557 57466,COL 3. 50557 57466,True,True,
16.jfif,COL 1. 46808 85899,COL 1. 46808 85899,True,COL 2. 26061 36826,COL 2. 26061 36826,True,COL 3. 42880 00743,COL 3. 42880 00743,True,True,
base64decoded - 2026-01-21T160925.582.png,COL 1. 64153 15465,COL 1. 64153 15465,True,COL 2. 51149 94774,COL 2. 51149 94774,True,COL 3. 61876 20201,COL 3. 61876 20201,True,True,
51.png,COL 1. 68547 25050,COL 1. 68547 25050,True,COL 2. 70007 30520,COL 2. 70007 30520,True,COL 3. 60585 50641,COL 3. 60585 50641,True,True,
45.png,COL 1. 24401 64563,COL 1. 24401 64563,True,COL 2. 50112 91471,COL 2. 50112 91471,True,COL 3. 31374 88575,COL 3. 31374 88575,True,True,
base64decoded - 2026-01-21T161714.766.png,COL 1. 61181 98090,COL 1. 61181 98090,True,COL 2. 71659 50510,COL 2. 71659 50510,True,COL 3. 96505 16417,COL 3. 96505 16417,True,True,
base64decoded - 2026-01-21T160220.164.png,COL 1. 79585 07810,COL 1. 79585 07810,True,COL 2. 13142 04560,COL 2. 13142 04560,True,COL 3. 01846 33576,COL 3. 01846 33576,True,True,
base64decoded (34).png,COL 1. 76812 80187,COL 1. 76812 80187,True,COL 2. 44113 91845,COL 2. 44113 91845,True,COL 3. 61517 65680,COL 3. 61517 65680,True,True,
187.png,COL 1. 18347 22503,COL 1. 18347 22503,True,COL 2. 81312 01395,COL 2. 81312 01395,True,COL 3. 03537 40833,COL 3. 03537 40833,True,True,
92.png,COL 1. 11856 40420,COL 1. 11856 40420,True,COL 2. 34117 91878,COL 2. 34117 91878,True,COL 3. 61772 69765,COL 3. 61772 69765,True,True,
base64decoded - 2026-01-21T163732.882.png,COL 1. 36051 40365,COL 1. 36051 40365,True,COL 2. 20356 03593,COL 2. 20356 03593,True,COL 3. 43533 56238,COL 3. 43533 56238,True,True,
178.png,COL 1. 23526 20529,COL 1. 23526 20529,True,COL 2. 71116 91541,COL 2. 71116 91541,True,COL 3. 04511 74916,COL 3. 04511 74916,True,True,
base64decoded - 2026-01-21T160143.021.png,COL 1. 53159 52091,COL 1. 53159 52091,True,COL 2. 91104 90574,COL 2. 91104 90574,True,COL 3. 91478 72955,COL 3. 91478 72955,True,True,
150.png,COL 1. 65351 41603,COL 1. 65351 41603,True,COL 2. 33169 96572,COL 2. 33169 96572,True,COL 3. 01870 31624,COL 3. 01870 31624,True,True,
144.png,COL 1. 06711 66671,COL 1. 06711 66671,True,COL 2. 21064 26752,COL 2. 21064 26752,True,COL 3. 60890 29969,COL 3. 60890 29969,True,True,
391.png,COL 1. 34549 67304,COL 1. 34549 67304,True,COL 2. 73616 51511,COL 2. 73616 51511,True,COL 3. 56304 33776,COL 3. 56304 33776,True,True,
base64decoded - 2026-01-21T160058.636.png,COL 1. 05472 45387,COL 1. 05472 45387,True,COL 2. 90005 30423,COL 2. 90005 30423,True,COL 3. 30389 87149,COL 3. 30389 87149,True,True,
base64decoded (63).png,COL 1. 63526 60059,COL 1. 63526 60059,True,COL 2. 33107 90542,COL 2. 33107 90542,True,COL 3. 91319 39228,COL 3. 91319 39228,True,True,
385.png,COL 1. 02513 64106,COL 1. 02513 64106,True,COL 2. 80113 91573,COL 2. 80113 91573,True,COL 3. 21374 52558,COL 3. 21374 52558,True,True,
base64decoded - 2026-01-21T154140.113.png,COL 1. 40545 89390,COL 1. 40545 89390,True,COL 2. 41000 60571,COL 2. 41000 60571,True,COL 3. 90359 17006,COL 3. 90359 17006,True,True,
352.png,COL 1. 34589 09358,COL 1. 34589 09358,True,COL 2. 23136 63544,COL 2. 23136 63544,True,COL 3. 01523 37140,COL 3. 01523 37140,True,True,
346.png,COL 1. 10465 29447,COL 1. 10465 29447,True,COL 2. 60149 64440,COL 2. 60149 64440,True,COL 3. 31826 86553,COL 3. 31826 86553,True,True,
350.png,COL 1. 15446 23439,COL 1. 15446 23439,True,COL 2. 90001 30423,COL 2. 90001 30423,True,COL 3. 60488 86967,COL 3. 60488 86967,True,True,
base64decoded - 2026-01-21T153605.049.png,COL 1. 66373 56604,COL 1. 66373 56604,True,COL 2. 91039 00373,COL 2. 91039 00373,True,COL 3. 20498 45503,COL 3. 20498 45503,True,True,
344.png,COL 1. 72385 27403,COL 1. 72385 27403,True,COL 2. 11102 00360,COL 2. 11102 00360,True,COL 3. 41349 42045,COL 3. 41349 42045,True,True,
base64decoded - 2026-01-21T160008.428.png,COL 1. 86502 85413,COL 1. 86502 85413,True,COL 2. 03009 30523,COL 2. 03009 30523,True,COL 3. 80488 39757,COL 3. 80488 39757,True,True,
20.jfif,COL 1. 13339 20009,COL 1. 13339 20009,True,COL 2. 40105 90340,COL 2. 40105 90340,True,COL 3. 21319 98099,COL 3. 21319 98099,True,True,
378.png,COL 1. 33879 62395,COL 1. 33879 62395,True,COL 2. 44300 00890,COL 2. 44300 00890,True,COL 3. 63339 61640,COL 3. 63339 61640,True,True,
393.png,COL 1. 40567 73158,COL 1. 40567 73158,True,COL 2. 91410 61559,COL 2. 91410 61559,True,COL 3. 84567 79063,COL 3. 84567 79063,True,True,
base64decoded (14).png,COL 1. 91304 83135,COL 1. 91304 83135,True,COL 2. 50416 61359,COL 2. 50416 61359,True,COL 3. 44561 97787,COL 3. 44561 97787,True,True,
387.png,COL 1. 78588 03520,COL 1. 78588 03520,True,COL 2. 81436 63554,COL 2. 81436 63554,True,COL 3. 94563 78416,COL 3. 94563 78416,True,True,
base64decoded - 2026-01-21T160153.584.png,COL 1. 58855 74897,COL 1. 58855 74897,True,COL 2. 64143 94870,COL 2. 64143 94870,True,COL 3. 61876 65036,COL 3. 61876 65036,True,True,
base64decoded - 2026-01-21T164000.080.jpg,COL 1. 67827 16720,COL 1. 67827 16720,True,COL 2. 34056 20854,COL 2. 34056 20854,True,COL 3. 60595 69462,COL 3. 60595 69462,True,True,
152.png,COL 1. 47423 40641,COL 1. 47423 40641,True,COL 2. 50169 96446,COL 2. 50169 96446,True,COL 3. 31810 80009,COL 3. 31810 80009,True,True,
146.png,COL 1. 19507 49163,COL 1. 19507 49163,True,COL 2. 90017 61572,COL 2. 90017 61572,True,COL 3. 60551 50036,COL 3. 60551 50036,True,True,
262.jpeg,COL 1. 32532 26510,COL 1. 32532 26510,True,COL 2. 23006 20550,COL 2. 23006 20550,True,COL 3. 00595 35256,COL 3. 00595 35256,True,True,
base64decoded - 2026-01-21T163840.624.png,COL 1. 52544 72110,COL 1. 52544 72110,True,COL 2. 11359  01592,COL 2. 11359 01592,True,COL 3. 93531 71689,COL 3. 93531 71689,True,True,
84.png,COL 1. 10483 83774,COL 1. 10483 83774,True,COL 2. 10403 60456,COL 2. 10403 60456,True,COL 3. 64565 85777,COL 3. 64565 85777,True,True,
191.png,COL 1. 67082 47164,COL 1. 67082 47164,True,COL 2. 80613 51519,COL 2. 80613 51519,True,COL 3. 16507 51893,COL 3. 16507 51893,True,True,
base64decoded (43).png,COL 1. 86151 88315,COL 1. 86151 88315,True,COL 2. 61137 93340,COL 2. 61137 93340,True,COL 3. 41513 44053,COL 3. 41513 44053,True,True,
185.png,COL 1. 75555 74457,COL 1. 75555 74457,True,COL 2. 81147 94570,COL 2. 81147 94570,True,COL 3. 91876 16850,COL 3. 91876 16850,True,True,
13.jpeg,COL 1. 23516 54301,COL 1. 23516 54301,True,COL 2. 33109 90571,COL 2. 33109 90571,True,COL 3. 01379 38495,COL 3. 01379 38495,True,True,
47.png,COL 1. 14716 54178,COL 1. 14716 54178,True,COL 2. 81114 91779,COL 2. 81114 91779,True,COL 3. 71577 21889,COL 3. 71577 21889,True,True,
base64decoded - 2026-01-21T160819.347.png,COL 1. 95304 24138,COL 1. 95304 24138,True,COL 2. 51117 91376,COL 2. 51117 91376,True,COL 3. 41772 46570,COL 3. 41772 46570,True,True,
base64decoded - 2026-01-21T162235.055.png,COL 1. 66561 73010,COL 1. 66561 73010,True,COL 2. 01404 60551,COL 2. 01404 60551,True,COL 3. 94468 74883,COL 3. 94468 74883,True,True,
base64decoded (55).png,COL 1. 69437 52149,COL 1. 69437 52149,True,COL 2. 10315 01491,COL 2. 10315 01491,True,COL 3. 63531 89125,COL 3. 63531 89125,True,True,
base64decoded - 2026-01-21T163545.170.png,COL 1. 19586 82151,COL 1. 19586 82151,True,COL 2. 01379 01597,COL 2. 01379 01597,True,COL 3. 93732 76366,COL 3. 93732 76366,True,True,
base64decoded - 2026-01-21T153218.628.png,COL 1. 06356 21176,COL 1. 06356 21176,True,COL 2. 10116 91377,COL 2. 10116 91377,True,COL 3. 21772 90810,COL 3. 21772 90810,True,True,
224.png,COL 1. 51530 00511,COL 1. 51530 00511,True,COL 2. 41106 90545,COL 2. 41106 90545,True,COL 3. 91515 70187,COL 3. 91515 70187,True,True,
218.png,COL 1. 96840 16861,COL 1. 96840 16861,True,COL 2. 64067 26856,COL 2. 64067 26856,True,COL 3. 60890 68875,COL 3. 60890 68875,True,True,
base64decoded - 2026-01-21T152427.078.png,COL 1. 08806 55924,COL 1. 08806 55924,True,COL 2. 74033 33820,COL 2. 74033 33820,True,COL 3. 10583 64066,COL 3. 10583 64066,True,True,
base64decoded (96).png,COL 1. 51506 15704,COL 1. 51506 15704,True,COL 2. 21010 31525,COL 2. 21010 31525,True,COL 3. 90587 11596,COL 3. 90587 11596,True,True,
219.png,COL 1. 95307 83596,COL 1. 95307 83596,True,COL 2. 51402 60356,COL 2. 51402 60356,True,COL 3. 44565 48885,COL 3. 44565 48885,True,True,
base64decoded - 2026-01-21T151947.005.png,COL 1. 07410 90109,COL 1. 07410 90109,True,COL 2. 80115 91448,COL 2. 80115 91448,True,COL 3. 31712 88431,COL 3. 31712 88431,True,True,
base64decoded - 2026-01-21T155939.328.png,COL 1. 34811 75686,COL 1. 34811 75686,True,COL 2. 84063 36826,COL 2. 84063 36826,True,COL 3. 10880 64450,COL 3. 10880 64450,True,True,
base64decoded (79).png,COL 1. 33415 40886,COL 1. 33415 40886,True,COL 2. 40145 94448,COL 2. 40145 94448,True,COL 3. 31816 86781,COL 3. 31816 86781,True,True,
225.png,COL 1. 04308 33438,COL 1. 04308 33438,True,COL 2. 10448 64356,COL 2. 10448 64356,True,COL 3. 44866 99435,COL 3. 44866 99435,True,True,
base64decoded - 2026-01-21T160845.418.png,COL 1. 44510 17360,COL 1. 44510 17360,True,COL 2. 01110 01565,COL 2. 01110 01565,True,COL 3. 91547 18734,COL 3. 91547 18734,True,True,
base64decoded - 2026-01-21T161841.483.png,COL 1. 74534 32313,COL 1. 74534 32313,True,COL 2. 30336 00592,COL 2. 30336 00592,True,COL 3. 23339 51610,COL 3. 23339 51610,True,True,
base64decoded - 2026-01-21T155016.024.png,COL 1. 79301 54179,COL 1. 79301 54179,True,COL 2. 11167 96376,COL 2. 11167 96376,True,COL 3. 01870 41429,COL 3. 01870 41429,True,True,
46.png,COL 1. 46307 66894,COL 1. 46307 66894,True,COL 2. 21046 24358,COL 2. 21046 24358,True,COL 3. 00896 41642,COL 3. 00896 41642,True,True,
184.png,COL 1. 47577 39054,COL 1. 47577 39054,True,COL 2. 50103 60544,COL 2. 50103 60544,True,COL 3. 61525 51644,COL 3. 61525 51644,True,True,
190.png,COL 1. 36709 83066,COL 1. 36709 83066,True,COL 2. 01402 60750,COL 2. 01402 60750,True,COL 3. 64468 26233,COL 3. 64468 26233,True,True,
85.png,COL 1. 92504 03004,COL 1. 92504 03004,True,COL 2. 83417 61551,COL 2. 83417 61551,True,COL 3. 04762 33383,COL 3. 04762 33383,True,True,
91.png,COL 1. 25561 49652,COL 1. 25561 49652,True,COL 2. 33068 66576,COL 2. 33068 66576,True,COL 3. 00850 39488,COL 3. 00850 39488,True,True,
130.jpeg,COL 1. 86703 62510,COL 1. 86703 62510,True,COL 2. 51332 03793,COL 2. 51332 03793,True,COL 3. 83533 20312,COL 3. 83533 20312,True,True,
147.png,COL 1. 15534 24541,COL 1. 15534 24541,True,COL 2. 61146 94574,COL 2. 61146 94574,True,COL 3. 21876 76720,COL 3. 21876 76720,True,True,
base64decoded - 2026-01-21T155240.570.png,COL 1. 50676 21354,COL 1. 50676 21354,True,COL 2. 96137 63843,COL 2. 96137 63843,True,COL 3. 51523 02847,COL 3. 51523 02847,True,True,
base64decoded - 2026-01-21T163906.783.jpeg,COL 1. 39058 78135,COL 1. 39058 78135,True,COL 2. 40153 91449,COL 2. 40153 91449,True,COL 3. 74511 80094,COL 3. 74511 80094,True,True,
base64decoded (38).png,COL 1. 64339 95303,COL 1. 64339 95303,True,COL 2. 43032 23554,COL 2. 43032 23554,True,COL 3. 00593 31754,COL 3. 00593 31754,True,True,
153.png,COL 1. 13871 22163,COL 1. 13871 22163,True,COL 2. 56313 01892,COL 2. 56313 01892,True,COL 3. 53531 07752,COL 3. 53531 07752,True,True,
386.png,COL 1. 44509 14139,COL 1. 44509 14139,True,COL 2. 01160 96578,COL 2. 01160 96578,True,COL 3. 91870 74971,COL 3. 91870 74971,True,True,
392.png,COL 1. 60415 39332,COL 1. 60415 39332,True,COL 2. 70139 63444,COL 2. 70139 63444,True,COL 3. 31523 89400,COL 3. 31523 89400,True,True,
52.jpg,COL 1. 52444 42380,COL 1. 52444 42380,True,COL 2. 50302 00492,COL 2. 50302 00492,True,COL 3. 43339 83760,COL 3. 43339 83760,True,True,
379.png,COL 1. 71149 18004,COL 1. 71149 18004,True,COL 2. 71008 30322,COL 2. 71008 30322,True,COL 3. 40389 48927,COL 3. 40389 48927,True,True,
base64decoded (80).png,COL 1. 50724 30469,COL 1. 50724 30469,True,COL 2. 31109 90740,COL 2. 31109 90740,True,COL 3. 61319 28012,COL 3. 61319 28012,True,True,
base64decoded - 2026-01-21T154206.619.png,COL 1. 47551 37002,COL 1. 47551 37002,True,COL 2. 50609 50516,COL 2. 50609 50516,True,COL 3. 46505 55624,COL 3. 46505 55624,True,True,
351.png,COL 1. 21502 94050,COL 1. 21502 94050,True,COL 2. 51106 90571,COL 2. 51106 90571,True,COL 3. 91478 71673,COL 3. 91478 71673,True,True,
188.jpeg,COL 1. 72316 69030,COL 1. 72316 69030,True,COL 2. 20107 60343,COL 2. 20107 60343,True,COL 3. 81428 91872,COL 3. 81428 91872,True,True,
base64decoded - 2026-01-21T161143.068.jpg,COL 1. 42339 57138,COL 1. ***** *****,False,COL 2. 31617 51315,COL 2. ***** *****,False,COL 3. 46501 49244,COL 3. ***** *****,False,False,GIRADO 90 GRADOS
base64decoded (76).png,COL 1. 91546 33311,COL 1. ***** *****,False,COL 2. 51430 63554,COL 2. ***** *****,False,COL 3. 94563 11318,COL 3. ***** *****,False,False,MANCHA EN TICKET ( COL 2.5 51430783654 )
base64decoded - 2026-01-21T155127.340.png,COL 1. 91870 29158,COL 1. ***** *****,False,COL 2. 76117 61848,COL 2. ***** *****,False,COL 3. 51722 01280,COL 3. ***** *****,False,False,TICKET INCLINADO Y DOBLADO (NO LEE BLOQUES DE DIGITOS)
96.jfif,COL 1. 99417 79440,COL 1. ***** *****,False,COL 2. 90149 64444,COL 2. ***** *****,False,COL 3. 31826 87897,COL 3. ***** *****,False,False,TICKET INCLINADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T162350.709.jpeg,COL 1. 11517 80456,COL 1. ***** *****,False,COL 2. 00149 94546,COL 2. ***** *****,False,COL 3. 21816 56121,COL 3. ***** *****,False,False,TICKET CON LETRAS EN REVERSO
base64decoded - 2026-01-21T153012.417.png,COL 1. 25416 85970,COL 1. ***** *****,False,COL 2. 00089 36423,COL 2. ***** *****,False,COL 3. 30583 81482,COL 3. ***** *****,False,False,TICKET BORROSO NO SE T+DETECTA COL 2.
base64decoded - 2026-01-21T155930.685.png,COL 1. 42587 97328,COL 1. ***** *****,False,COL 2. 31610 51511,COL 2. ***** *****,False,COL 3. 96304 77711,COL 3. ***** *****,False,False,TICKET INCLINADO Y ENCIMA DE OTRO TICKET (NO DETECTA COLS)
base64decoded - 2026-01-21T151818.252.png,COL 1. 91543 89050,COL 1. ***** *****,False,COL 2. 33002 60570,COL 2. ***** *****,False,COL 3. 00458 37848,COL 3. ***** *****,False,False,GIRADO 90 GRADOS
base64decoded - 2026-01-21T153931.941.png,COL 1. 44581 63691,COL 1. ***** *****,False,COL 2. 41464 66555,COL 2. ***** *****,False,COL 3. 84860 70593,COL 3. ***** *****,False,False,TICKET INCLINADO Y DOBLADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T163824.960.png,COL 1. 04406 93141,COL 1. ***** *****,False,COL 2. 90433 61450,COL 2. ***** *****,False,COL 3. 24364 84619,COL 3. ***** *****,False,False,TICKET INCLINADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T162359.224.jpeg,COL 1. 06137 00064,COL 1. ***** *****,False,COL 2. 71056 20750,COL 2. ***** *****,False,COL 3. 60595 21856,COL 3. ***** *****,False,False,TICKET INCLINADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T160315.687.png,COL 1. 87815 05082,COL 1. ***** *****,False,COL 2. 76007 30820,COL 2. ***** *****,False,COL 3. 30389 03241,COL 3. ***** *****,False,False,TICKET INCLINADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T160000.241.png,COL 1. 57373 09897,COL 1. ***** *****,False,COL 2. 81147 64344,COL 2. ***** *****,False,COL 3. 01826 47190,COL 3. ***** *****,False,False,"CAMBIA PUNTO POR COMA EN COL 1,57373 09897"
107.png,COL 1. 04557 13499,COL 1. ***** *****,False,COL 2. 81106 90541,COL 2. ***** *****,False,COL 3. 91319 70965,COL 3. ***** *****,False,False,TICKET CON LETRAS EN REVERSO
299.png,COL 1. 28569 17925,COL 1. ***** *****,False,COL 2. 33636 53514,COL 2. ***** *****,False,COL 3. 06503 31828,COL 3. ***** *****,False,False,GIRADO 90 GRADOS
base64decoded - 2026-01-21T153121.170.png,COL 1. 64181 95395,COL 1. 04181 95395,False,COL 2. 31636 53510,COL 2. 31636 53510,True,COL 3. 86503 75069,COL 3. 86503 75069,True,False,TICKET BORROSO CAMBIO 0 POR 6 EN COL 1. 04181 95395
257.png,COL 1. 18700 26151,COL 1. ***** *****,False,COL 2. 81068 26757,COL 2. ***** *****,False,COL 3. 60890 21560,COL 3. ***** *****,False,False,TICKET INCLINADO Y DOBLADO (NO LEE BLOQUES DE DIGITOS)
base64decoded - 2026-01-21T153200.301.png,COL 1. 97436 22184,COL 1. ***** *****,False,COL 2. 34013 21851,COL 2. ***** *****,False,COL 3. 10597 66559,COL 3. ***** *****,False,False,GIRADO 90 GRADOS
95.png,COL 1. 07517 04168,COL 1. 07517 04168,True,COL 2. 70113 91575,COL 2. 70113 91575,True,COL 3. 21577 53759,COL 3. 21571 53759,False,False,TICKET BORROSO CAMBIA 1 POR 7 AL CLARIFICAR IMAGEN
209.png,COL 1. 61564 57736,COL 1. ***** *****,False,COL 2. 63616 51518,COL 2. ***** *****,False,COL 3. 06702 37301,COL 3. ***** *****,False,False,TICKET RECORTADO NO MUESTRA COLS
base64decoded - 2026-01-21T153238.086.png,COL 1. 87553 42898,COL 1. ***** *****,False,COL 2. 81364 06595,COL 2. ***** *****,False,COL 3. 83830 18920,COL 3. ***** *****,False,False,GIRADO 90 GRADOS
base64decoded (23).png,COL 1. 21832 72427,COL 1. ***** *****,False,COL 2. 94313 01898,COL 2. ***** *****,False,COL 3. 63732 67102,COL 3. ***** *****,False,False,TICKET BORROSO CON SELLO ENCIMA
base64decoded (3).png,COL 1. 32580 27016,COL 1. 32530 27016,False,COL 2. 61404 60550,COL 2. 61404 60550,True,COL 3. 54468 77487,COL 3. 54468 77487,True,False,TICKET BORROSO CAMBIO 3 POR 8 EN COL 1. 32530 27016
226.png,COL 1. 98805 39480,COL 1. ***** *****,False,COL 2. 54046 64874,COL 2. ***** *****,False,COL 3. 60856 66697,COL 3. ***** *****,False,False,TICKET BORROS DETECTA COL/2. 54046 64874
235.jpeg,COL 1. 23351 74008,COL 1. ***** *****,False,COL 2. 03368 09584,COL 2. ***** *****,False,COL 3. 03535 30736,COL 3. ***** *****,False,False,TICKET BORROSO DETECTA COL 2.0 03368 09584
